GSM1068478;GSM1068479;GSM1068481;GSM1068482;GSM1068483;GSM1068486;GSM1068487;GSM1068488;GSM1068490;GSM1068491;GSM1068492;GSM1068493;GSM1068494;GSM1068495;GSM1068496;GSM1068498;GSM1068499;GSM1068500;GSM1068502;GSM1068503;GSM1068505;GSM1068506;GSM1068507;GSM1068508;GSM1068510;GSM1068512;GSM1068513;GSM1068514;GSM1068517;GSM1068518;GSM1068520;GSM1068521;GSM1068522;GSM1068524;GSM1068527;GSM1068480;GSM1068484;GSM1068485;GSM1068489;GSM1068497;GSM1068501;GSM1068504;GSM1068509;GSM1068511;GSM1068515;GSM1068516;GSM1068519;GSM1068523;GSM1068525;GSM1068526;GSM1068458;GSM1068459;GSM1068460;GSM1068461;GSM1068464;GSM1068468;GSM1068472;GSM1068473;GSM1068474;GSM1068476;GSM1068477;GSM1068462;GSM1068463;GSM1068465;GSM1068466;GSM1068467;GSM1068469;GSM1068470;GSM1068471;GSM1068475;GSM1068528;GSM1068531;GSM1068532;GSM1068533;GSM1068535;GSM1068537;GSM1068538;GSM1068539;GSM1068540;GSM1068542;GSM1068543;GSM1068544;GSM1068545;GSM1068546;GSM1068547;GSM1068548;GSM1068549;GSM1068550;GSM1068551;GSM1068552;GSM1068555;GSM1068556;GSM1068557;GSM1068560;GSM1068561;GSM1068562;GSM1068563;GSM1068565;GSM1068529;GSM1068530;GSM1068534;GSM1068536;GSM1068541;GSM1068553;GSM1068554;GSM1068558;GSM1068559;GSM1068564
213.369;520.559;527.877;616.294;305.439;500.056;38.257;240.207;376.127;549.846;419.311;354.198;444.728;338.264;397.899;237.581;2.015;368.436;575.104;518.115;309.257;3.786;441.799;205.283;314.577;310.804;413.275;366.214;151.335;283.572;312.657;299.415;512.134;350.785;193.005;54.294;296.048;55.973;354.859;216.672;497.547;317.733;288.369;370.303;406.512;353.726;149.332;296.518;299.193;492.226;371.654;698.602;255.836;691.428;385.828;389.073;217.913;389.377;351.126;599.361;400.605;330.279;515.588;233.901;199.672;278.333;253.536;197.371;3.467;235.847;465.595;249.191;334.608;426.764;293.871;467.961;522.833;252.191;442.341;35.349;558.485;423.104;20.761;462.007;296.105;312.167;545.951;366.745;329.028;478.639;269.534;352.759;259.935;365.716;373.663;39.856;371.758;35.948;459.347;224.453;553.935;337.374;236.237;447.953;394.818;546.387;572.296;327.301
118.608;11.708;119.603;116.699;128.015;12.034;120.263;11.062;118.658;119.207;117.381;118.696;114.043;115.699;119.933;121.014;117.436;124.928;121.394;121.353;11.659;12.652;120.012;119.823;115.799;121.756;122.435;120.789;119.821;116.778;124.173;127.382;122.758;114.193;119.136;120.404;119.239;121.875;118.816;118.811;124.712;117.893;11.795;123.673;123.184;118.424;124.798;117.722;111.626;11.844;126.232;123.648;11.913;12.479;120.128;122.533;121.006;123.461;124.022;11.824;116.676;119.977;117.957;126.331;125.935;12.186;122.557;116.161;119.799;12.076;120.173;125.398;125.008;122.648;122.518;125.708;126.665;116.426;120.888;122.736;115.544;121.597;122.956;122.862;125.059;123.597;12.194;11.793;116.589;121.816;115.415;122.399;118.022;116.243;118.089;11.741;122.792;118.888;121.465;125.771;123.247;120.129;124.608;125.914;121.624;112.965;117.066;119.122
635.979;658.658;667.285;600.969;629.663;627.796;651.369;727.089;638.028;65.551;666.644;625.436;666.466;648.018;619.787;648.093;660.001;659.257;635.719;628.963;654.721;637.644;636.592;649.225;650.153;653.669;65.988;621.578;658.222;6.562;626.993;62.562;667.417;671.565;628.954;70.868;678.543;548.842;647.711;672.832;615.175;677.731;623.214;660.575;62.945;661.762;589.025;666.517;702.542;675.786;633.393;61.774;62.052;622.659;671.008;654.243;651.814;649.029;676.175;666.144;643.652;666.674;575.055;621.897;654.703;630.843;647.123;665.406;657.228;703.291;599.735;632.099;579.127;612.736;614.808;608.093;603.895;651.139;612.735;65.962;659.879;643.903;663.262;594.054;648.365;626.369;641.569;657.916;667.538;649.665;644.719;658.068;664.175;652.729;645.986;653.362;667.838;675.808;612.305;606.426;597.673;664.125;643.984;588.875;625.509;667.675;648.019;656.985
73.036;603.277;809.568;750.332;731.126;735.758;672.395;696.238;645.443;616.871;641.023;75.613;678.816;671.841;721.699;636.379;695.364;716.307;638.177;678.362;661.544;672.468;646.186;616.877;626.079;65.036;668.433;68.685;675.712;669.919;711.138;686.322;704.173;68.018;661.366;693.808;63.132;686.727;689.322;671.551;689.563;65.564;703.748;668.263;624.118;686.111;681.241;633.953;6.967;66.743;628.754;758.523;650.111;618.769;651.075;649.369;68.751;654.417;618.826;631.425;626.309;632.914;68.464;684.862;696.097;705.879;656.505;652.334;654.585;627.908;681.906;69.095;689.414;696.595;71.407;733.379;718.409;733.266;729.548;677.095;623.146;688.061;641.581;770.716;655.103;69.287;632.185;659.712;640.348;674.596;650.072;675.788;657.368;612.153;716.899;665.875;669.508;633.912;690.376;747.754;710.035;723.358;703.749;726.045;668.649;644.082;626.252;647.439
136.795;133.197;13.237;116.568;133.022;127.903;13.261;133.742;136.663;131.968;134.974;130.961;128.145;126.174;13.594;127.527;132.726;130.168;134.554;134.499;126.858;130.886;137.207;134.646;131.911;138.215;135.373;130.357;129.985;129.831;133.203;12.857;129.795;126.632;127.662;135.769;134.559;128.313;13.653;131.242;12.764;132.581;134.413;134.092;119.144;132.566;114.254;134.933;136.499;132.944;118.794;12.629;121.424;126.874;134.363;13.566;130.074;135.311;127.161;129.481;131.619;133.481;128.728;138.103;126.267;13.359;128.784;132.944;138.007;134.779;125.362;123.498;126.997;134.081;128.832;126.341;120.486;131.386;135.388;12.583;133.072;133.105;126.735;122.265;128.803;132.397;108.194;126.193;129.114;131.946;133.337;123.141;135.246;137.554;130.886;116.826;13.447;136.881;137.893;136.205;137.128;132.325;12.923;125.505;125.031;135.101;119.267;137.778
677.578;679.402;705.743;731.616;730.429;727.858;700.029;67.578;695.739;658.152;670.102;721.401;598.473;647.004;726.102;634.986;641.851;720.202;709.598;679.326;682.478;681.137;660.414;671.613;656.085;650.411;653.504;664.688;670.919;651.766;652.265;667.501;713.626;6.548;645.689;68.269;653.643;693.006;642.887;652.772;669.673;652.549;695.545;701.623;652.356;641.265;626.604;639.319;655.686;627.584;632.999;780.698;658.216;656.412;725.805;712.057;696.356;688.167;704.435;66.897;708.471;702.564;731.552;683.812;663.174;695.655;705.527;667.766;699.803;698.289;684.607;642.981;64.543;639.434;684.652;708.594;626.656;636.426;667.766;622.354;618.239;629.593;653.261;663.771;640.535;683.296;643.228;643.455;647.848;676.926;689.057;71.883;66.893;637.085;664.532;659.211;655.602;661.748;66.906;690.543;683.416;648.885;648.986;657.167;647.572;655.352;652.123;666.888
363.605;460.952;502.142;556.864;489.504;441.621;491.814;476.139;435.586;405.528;367.685;500.348;414.765;472.946;384.849;49.443;460.324;512.404;415.352;430.872;274.384;264.475;444.987;362.407;549.238;259.581;47.445;424.158;518.437;441.392;455.518;428.547;406.761;493.841;50.312;441.392;450.726;388.252;466.334;455.514;380.614;462.188;377.106;36.195;512.525;418.451;405.983;517.322;587.496;393.354;532.196;449.571;465.865;412.931;350.271;49.155;414.035;593.163;429.137;532.054;437.558;429.523;221.117;386.872;499.628;464.843;533.498;42.349;437.446;528.544;347.845;415.089;386.663;407.431;303.491;457.972;270.703;394.749;481.851;372.626;472.145;41.257;353.496;455.344;450.679;386.049;370.072;436.801;555.893;409.615;444.417;5.006;434.278;371.653;408.582;44.564;380.722;406.349;472.991;467.566;481.151;421.985;393.022;390.448;358.651;375.321;381.417;424.458
16.28;160.956;163.033;163.235;162.383;163.092;160.815;160.715;161.741;162.144;160.188;160.934;16.375;161.189;161.637;162.732;162.256;163.918;160.251;160.173;158.426;15.943;161.946;160.993;16;161.096;161.754;160.401;163.227;162.389;161.468;159.151;158.925;159.833;160.558;163.604;16.044;161.302;158.948;162.572;159.477;161.022;162.242;158.773;162.022;160.938;15.82;162.539;159.989;159.364;160.806;160.119;161.486;160.104;160.319;161.501;161.501;159.768;160.664;163.625;163.162;161.716;159.944;16.123;161.932;160.791;161.634;162.058;158.734;161.697;161.637;159.576;160.784;161.989;159.244;160.796;159.389;162.135;161.469;159.221;161.152;163.179;160.169;161.556;159.205;159.181;159.187;158.757;161.153;160.126;162.162;158.512;161.606;162.369;161.863;160.649;15.918;162.045;162.128;160.902;162.514;162.885;159.573;157.958;158.958;160.448;159.389;16.02
929.127;883.966;96.194;952.656;939.676;948.056;933.901;931.499;910.455;907.277;929.941;942.711;932.548;914.602;912.565;89.384;863.664;944.777;920.426;944.666;101.502;934.795;911.879;908.766;95.513;937.519;984.253;912.266;889.235;883.732;950.718;903.615;930.461;933.237;932.093;998.762;90.727;891.221;948.227;944.937;935.707;906.507;919.983;90.705;885.012;936.596;921.007;925.268;908.465;887.214;910.719;967.548;920.238;893.053;918.883;905.451;927.429;92.458;922.383;932.918;964.561;903.882;940.097;918.939;951.435;90.412;900.627;920.834;907.708;928.267;951.822;89.078;887.229;930.768;961.915;996.098;902.098;948.691;953.779;922.395;957.844;921.084;929.608;934.171;91.031;901.498;911.514;939.974;929.383;944.222;888.807;882.918;930.678;937.787;950.486;927.178;923.319;913.993;100.016;952.471;986.152;919.492;892.566;923.381;936.078;926.054;915.046;928.719
835.598;782.081;824.282;829.149;888.686;888.555;814.752;826.458;78.742;796.907;803.655;818.492;823.897;803.544;818.241;743.504;810.276;852.947;78.622;80.446;815.585;828.496;798.459;81.197;800.868;833.246;818.338;804.071;816.265;808.427;792.949;763.859;81.729;817.655;831.625;797.109;803.434;765.392;821.832;826.556;802.166;809.482;814.924;868.159;774.744;804.436;781.621;804.679;816.513;80.686;761.732;835.413;773.218;770.286;778.228;811.553;80.508;805.587;80.638;806.343;783.733;804.755;808.737;832.258;818.781;770.842;815.173;790.007;797.198;799.209;772.414;836.845;808.339;78.998;852.043;803.534;765.994;780.703;824.533;812.384;815.433;803.431;825.538;854.716;810.089;821.297;80.179;815.509;795.881;812.152;832.652;829.321;829.271;81.773;826.597;804.978;799.851;790.061;839.692;764.969;887.819;848.462;827.295;830.519;809.153;807.025;826.413;812.529
226.222;174.689;208.527;416.755;169.826;269.374;277.221;216.848;241.808;143.036;131.146;262.837;341.871;195.587;22.471;176.555;163.918;194.069;275.198;286.363;190.498;176.303;279.678;152.916;248.736;193.315;170.744;225.199;153.054;170.577;238.319;35.925;284.756;222.385;162.433;331.494;174.662;272.787;148.364;294.154;272.672;233.214;249.563;381.315;363.834;186.685;180.817;15.766;230.786;170.387;167.776;256.955;225.565;221.445;190.557;42.445;36.973;206.986;240.748;244.002;273.794;26.109;198.509;311.944;189.038;172.381;233.006;20.949;207.175;210.071;220.077;271.096;229.011;246.406;185.685;392.594;300.211;212.244;192.238;215.759;153.122;372.556;224.547;300.003;254.784;230.504;233.014;152.173;166.643;212.907;344.585;169.869;206.695;292.807;266.779;254.373;154.407;294.286;289.408;185.226;26.521;240.252;248.206;278.099;265.421;21.682;224.812;274.742
361.114;304.868;226.356;391.578;38.106;294.664;323.501;260.899;2.974;399.869;345.052;283.769;260.838;368.123;319.007;296.183;286.605;228.755;395.567;335.496;252.736;267.705;29.181;379.184;289.223;302.736;252.132;247.775;28.711;339.832;212.319;307.811;33.662;326.744;201.224;26.393;321.228;23.035;331.714;330.719;267.237;311.523;385.748;278.339;272.987;3.38;267.971;40.155;284.711;248.927;163.869;402.171;307.148;3.104;336.963;30.443;243.261;343.011;344.908;294.826;290.753;326.117;26.774;33.876;275.052;341.103;378.081;354.671;18.324;326.724;255.452;424.145;359.183;348.098;387.032;337.586;274.912;239.742;359.835;477.601;312.497;18.721;382.636;349.951;366.482;372.487;34.835;170.575;328.863;380.923;384.562;411.828;359.241;379.738;310.914;236.776;363.816;316.441;405.522;395.379;302.948;308.965;306.109;324.592;325.699;339.599;199.193;292.154
753.248;799.297;776.018;757.077;801.567;767.838;769.794;803.848;786.836;792.569;795.306;753.995;791.877;7.489;788.517;749.003;792.891;777.686;794.751;768.392;764.339;765.047;796.058;793.341;779.701;791.986;733.413;739.765;788.354;777.423;775.572;755.588;788.326;781.952;764.704;802.233;809.505;741.745;792.748;795.759;755.482;778.309;769.123;754.692;788.531;777.909;788.182;776.226;779.315;7.585;777.923;6.675;750.023;73.413;768.938;799.046;776.793;7.613;785.378;773.832;768.101;798.973;761.073;788.182;758.979;755.747;778.005;771.623;774.481;786.366;786.906;752.371;77.089;758.974;751.047;756.979;776.443;752.095;79.372;767.776;792.017;764.263;782.988;748.931;787.827;763.424;747.903;773.272;783.613;780.201;750.538;753.372;782.791;800.575;759.183;787.414;739.558;764.364;792.882;774.205;780.114;790.595;782.116;741.277;763.669;784.126;789.352;763.842
502.754;650.669;557.429;541.972;554.666;591.041;611.161;550.514;545.392;553.968;63.329;494.918;479.629;631.468;62.271;561.976;554.768;547.029;587.874;527.419;577.874;604.486;493.152;493.152;575.403;587.855;567.428;553.962;592.655;57.653;536.373;579.505;611.567;621.651;491.978;578.178;56.101;51.087;542.148;58.056;450.562;544.174;46.826;651.612;530.195;580.881;436.595;579.275;643.364;575.433;572.715;462.394;506.787;553.429;638.483;558.776;615.261;581.582;659.754;605.358;570.633;512.208;512.483;539.507;639.423;596.531;593.146;605.772;630.106;619.718;567.437;395.441;515.559;481.192;54.106;509.842;545.141;57.752;562.388;551.052;546.929;573.281;596.592;431.862;603.276;579.086;537.232;593.505;581.268;589.422;590.678;607.972;576.689;559.394;53.656;614.975;579.925;646.274;485.005;513.794;45.039;663.402;546.093;551.684;397.774;584.538;505.531;604.276
148.809;163.486;159.514;151.327;142.446;153.783;14.636;167.993;193.647;148.999;142.448;163.223;128.146;156.346;177.635;266.188;14.187;155.997;161.456;129.479;156.139;16.619;230.609;15.827;180.401;171.052;18.231;255.023;14.195;1.56;142.264;128.722;196.642;179.484;180.012;141.402;159.567;154.187;16.037;143.787;154.448;200.222;156.749;278.628;108.741;149.617;150.982;151.631;14.297;151.945;146.648;13.755;168.679;134.933;153.541;145.891;167.189;152.965;134.488;256.466;147.862;137.147;146.076;143.649;159.676;196.468;124.373;150.054;154.114;133.959;162.178;155.055;137.757;136.005;172.068;157.552;242.251;154.406;161.691;148.834;157.377;155.343;144.164;40.908;134.585;200.938;41.571;155.959;135.156;144.781;132.609;160.658;148.941;145.818;213.051;145.792;148.837;24.138;23.785;145.003;180.934;142.765;161.614;143.034;239.657;137.233;163.926;114.424
590.402;583.641;57.976;7.802;702.643;740.949;470.789;838.522;465.703;590.022;549.155;582.966;937.314;742.965;564.844;572.065;678.385;639.141;45.542;57.818;860.969;747.143;687.894;444.381;714.272;519.264;610.927;645.414;574.002;570.906;731.408;737.095;698.698;724.952;851.527;704.792;687.524;560.445;80.732;395.235;818.283;635.805;739.071;755.643;657.343;87.727;93.015;543.792;680.645;776.972;721.564;948.975;824.737;511.832;5.34;588.199;60.508;583.826;492.315;630.658;700.271;545.633;621.194;697.395;784.054;487.091;396.475;61.417;560.383;462.705;709.827;793.833;85.299;793.372;975.911;845.446;764.252;685.417;83.756;751.913;867.213;760.262;566.025;964.735;681.502;653.414;6.952;956.137;538.981;705.232;420.852;871.192;558.669;771.684;56.811;862.287;677.848;605.232;697.088;741.678;745.929;756.146;646.662;872.815;932.717;763.451;735.901;767.657
106.989;103.348;109.573;950.992;102.523;107.508;998.333;106.846;103.544;10.34;104.801;104.264;108.184;105.671;107.952;994.451;100.891;112.642;100.591;985.652;113.298;113.634;10.82;104.996;108.672;111.007;112.691;105.031;103.137;985.168;111.222;91.633;110.727;107.264;106.124;109.655;103.412;99.638;115.475;106.137;100.008;10.631;102.455;104.047;95.347;105.859;995.011;102.676;10.692;108.681;967.574;114.835;106.136;947.672;106.817;103.194;103.554;996.553;100.586;107.196;105.699;106.539;101.323;104.413;111.205;991.875;100.313;110.008;106.811;101.886;992.777;110.164;101.608;107.991;11.187;109.541;983.607;100.786;110.424;101.488;112.118;100.484;100.129;113.538;104.255;102.742;104.565;107.935;108.154;100.991;102.234;995.054;107.014;105.687;105.165;106.675;106.171;107.826;107.384;995.875;107.728;108.496;996.739;995.342;100.352;10.394;104.438;108.602
133.826;11.648;142.703;142.888;139.694;11.611;112.096;109.473;157.631;108.539;11.181;12.992;131.349;1.324;136.309;147.073;139.081;145.801;118.915;100.104;126.079;125.171;101.909;120.008;121.542;116.898;187.185;11.539;144.024;134.886;140.941;131.302;109.811;128.294;114.555;14.145;116.857;14.233;116.433;141.142;410.753;112.132;127.171;205.678;117.551;128.923;144.358;425.858;111.125;11.083;143.979;106.388;106.142;135.483;117.486;313.007;13.043;122.041;103.171;106.659;108.972;125.661;1.409;113.878;149.831;235.367;11.798;115.643;118.404;187.563;143.277;145.452;136.096;130.847;15.813;133.169;137.342;170.509;151.862;112.702;120.454;14.401;108.913;148.254;136.863;115.892;131.875;119.169;106.299;112.097;104.345;123.935;193.516;144.737;123.145;1.105;113.076;105.787;268.364;138.547;122.917;12.928;134.157;109.718;107.493;10.693;113.956;0.898406
365.664;53.615;689.743;940.129;341.435;582.603;255.987;510.383;343.681;572.725;618.562;477.153;428.673;243.352;309.285;168.403;513.693;404.862;452.059;534.427;326.304;544.577;516.074;409.049;209.654;693.983;151.573;650.442;305.135;493.612;470.998;376.301;191.961;19.674;474.918;464.847;218.177;378.284;312.661;147.004;397.647;449.107;324.324;412.402;499.674;620.408;531.882;210.037;447.221;735.545;347.154;110.897;313.386;875.291;23.093;218.026;230.046;124.254;272.672;612.082;153.849;188.471;719.365;449.284;214.536;329.591;406.712;236.792;13.186;312.024;527.897;180.284;668.762;41.906;651.866;717.656;56.073;464.162;715.747;468.474;62.334;71.823;854.632;575.426;464.442;631.949;733.225;477.793;16.995;730.487;291.993;610.275;192.921;4.4;276.363;358.406;524.242;249.467;496.069;674.355;605.689;441.732;259.296;384.352;557.363;63.902;517.227;344.617
702.526;666.212;699.484;696.396;646.031;713.176;698.509;682.083;699.605;677.994;687.386;681.918;735.163;71.262;70.205;756.832;69.077;731.201;667.503;689.784;705.603;69.709;71.801;709.056;689.543;708.211;770.106;692.188;731.631;711.465;703.121;703.843;698.737;703.941;718.346;68.104;689.232;654.329;702.373;710.646;698.343;702.631;629.915;742.217;682.093;693.984;683.817;725.031;677.679;711.262;709.338;673.838;691.057;73.567;675.104;702.228;679.016;694.672;699.829;706.823;693.937;681.872;683.314;706.402;695.898;702.502;710.005;68.174;663.524;689.161;667.621;70.918;7.33;679.618;726.021;711.606;696.404;696.939;693.833;680.432;698.262;685.165;708.641;731.738;69.285;707.451;689.456;696.608;717.506;70.035;750.541;679.543;720.399;706.362;724.438;730.459;678.277;732.177;733.643;718.895;699.511;730.079;695.685;718.062;669.602;73.364;732.371;682.188
910.572;905.285;935.399;86.202;849.912;882.128;882.979;884.825;881.696;870.955;899.424;880.077;907.314;888.181;897.281;849.076;867.524;947.977;895.459;900.106;898.705;934.036;881.327;895.291;904.581;905.655;930.162;897.339;863.395;911.516;905.862;8.575;904.751;889.907;907.977;971.593;9.178;864.401;949.552;876.614;915.164;888.454;864.487;853.603;876.377;877.286;886.337;890.662;88.598;888.149;893.046;9.35;845.779;816.041;857.129;847.695;858.516;899.826;900.587;890.769;873.709;904.745;897.548;87.387;919.682;839.618;881.105;888.996;84.478;90.657;863.637;876.549;864.709;863.568;912.331;897.751;878.752;849.315;915.466;89.536;935.796;84.331;90.235;964.785;902.693;894.789;894.322;911.667;876.805;878.191;897.321;887.289;890.455;89.339;903.392;891.605;873.462;849.703;938.182;856.881;920.667;918.551;894.839;922.497;918.498;868.854;873.763;874.138
217.358;312.641;190.551;153.368;310.294;326.347;235.313;190.109;277.477;287.499;255.795;185.928;152.896;246.315;210.454;385.514;115.298;397.151;397.938;391.321;309.357;179.806;306.058;320.007;133.118;406.044;334.446;272.879;35.668;327.766;251.715;173.408;299.272;13.818;202.606;229.204;251.411;347.696;276.284;318.112;270.864;344.038;162.614;397.409;273.847;195.133;144.148;23.041;280.955;144.242;346.855;22.075;311.679;333.718;33.483;328.751;316.796;344.084;392.364;325.201;42.349;337.351;137.227;387.178;374.565;349.667;42.006;330.844;360.437;415.642;184.261;27.875;229.153;329.977;210.741;202.087;270.894;261.526;2.36;23.906;268.239;230.493;215.477;290.869;335.157;297.824;233.531;130.695;52.738;282.333;275.085;329.001;32.478;26.932;210.739;20.899;282.503;340.587;153.331;1.408;249.996;239.594;214.934;136.576;136.593;266.656;198.712;268.232
653.879;678.151;608.541;563.147;687.756;651.195;625.786;639.915;634.914;645.272;630.161;629.639;647.983;636.681;629.929;583.156;605.466;669.075;61.349;615.692;687.749;718.058;666.856;658.523;658.587;699.592;712.401;665.632;618.889;597.545;689.262;57.967;696.968;661.136;649.157;616.465;630.763;601.354;703.616;64.507;646.212;660.114;617.786;672.305;560.168;655.601;617.553;62.024;645.559;659.364;624.036;700.599;655.002;607.657;660.903;645.958;625.544;647.824;633.536;657.495;65.812;638.406;634.299;66.253;660.403;645.687;602.304;656.341;649.126;595.828;609.193;717.628;654.198;710.933;731.133;705.402;596.125;606.132;687.672;648.533;658.601;62.048;637.927;767.774;654.937;646.564;698.192;653.694;659.212;646.544;61.059;668.674;650.895;657.969;654.037;632.398;678.876;666.902;658.623;625.505;6.695;670.053;62.674;68.547;632.885;633.125;634.933;66.537
114.828;108.586;117.073;116.993;111.814;114.182;112.618;118.016;111.186;110.539;113.963;114.643;117.047;113.161;115.671;109.145;116.733;114.452;109.863;11.445;113.295;110.644;114.133;113.645;113.233;113.096;114.089;114.106;11.416;113.475;111.776;105.629;109.577;113.875;111.731;114.604;11.426;10.896;113.594;113.534;112.437;112.515;114.735;112.086;108.799;11.411;113.624;114.031;116.152;111.837;109.343;11.226;111.163;104.345;111.517;111.277;111.366;113.004;110.618;113.567;111.402;112.436;114.364;11.111;112.533;109.775;112.602;11.26;110.869;112.351;115.519;11.417;110.772;108.068;11.311;111.103;107.586;11.166;112.217;109.825;116.798;111.916;112.306;114.435;111.047;109.644;109.946;113.707;113.164;111.563;115.012;111.427;115.851;11.453;114.644;113.913;110.715;111.734;116.537;108.715;114.645;11.46;110.872;111.073;113.177;113.521;113.733;110.797
107.952;993.664;10.324;108.107;102.793;968.067;996.591;110.464;959.723;989.271;100.244;100.411;11.523;100.217;105.872;981.124;105.388;104.142;934.046;102.158;106.326;106.988;106.426;976.348;109.706;109.011;96.417;100.149;10.096;100.381;10.42;108.516;103.482;100.369;111.038;102.465;107.995;919.224;109.591;992.494;10.625;970.253;106.963;105.032;971.919;108.182;116.049;100.587;10.128;104.481;102.179;116.032;105.244;954.964;967.809;100.386;995.495;102.742;10.234;101.364;968.107;963.379;103.587;102.784;105.914;981.581;907.375;972.266;986.677;981.695;973.152;11.379;112.324;102.317;118.563;117.425;110.748;102.422;116.032;108.701;107.898;105.148;991.438;114.883;109.196;105.963;834.809;108.947;100.065;106.342;103.745;113.848;964.507;107.548;103.714;107.563;100.576;103.843;106.532;110.171;108.158;105.882;101.034;113.816;11.065;105.774;105.665;998.725
104.877;100.867;967.393;958.119;973.663;989.735;110.517;106.248;107.492;965.919;107.268;10.004;979.968;99.872;99.914;866.977;939.842;103.659;103.151;107.316;105.094;987.629;986.457;979.462;100.092;990.279;105.472;10.08;101.039;953.855;968.018;952.372;108.547;108.381;109.728;894.251;102.322;926.302;106.505;101.452;106.904;100.585;100.414;117.358;853.561;101.533;973.241;104.236;111.664;119.996;868.357;105.154;932.551;853.938;972.589;107.017;102.974;111.705;100.362;933.526;94.792;897.092;913.763;9.7;10.115;101.675;10.67;101.565;987.002;966.643;9.043;987.822;886.479;918.834;102.332;958.397;86.687;102.917;972.959;102.567;100.108;837.627;992.868;104.904;10.495;10.305;945.015;111.048;105.724;104.631;104.298;100.023;10.094;100.844;103.946;110.672;102.147;103.677;992.979;922.452;979.816;10.536;104.709;104.609;10.673;107.343;902.084;105.696
503.401;429.964;476.806;575.674;515.121;538.111;475.174;467.738;458.551;396.445;427.887;509.307;501.789;41.397;477.055;430.583;492.217;535.072;442.844;447.209;482.151;479.101;452.099;522.368;456.403;49.351;448.763;475.354;478.706;469.781;486.135;403.184;445.178;445.963;481.678;550.839;471.292;457.329;464.026;478.828;464.827;472.793;530.577;622.099;509.191;462.408;463.411;44.455;471.503;453.629;485.341;466.517;444.932;488.816;475.028;433.679;498.517;441.363;425.703;433.652;453.221;485.002;504.488;513.779;495.609;422.514;524.913;447.585;467.207;452.139;51.046;446.889;473.279;36.493;512.888;542.077;471.456;45.888;50.093;446.073;466.998;441.793;426.182;512.256;467.924;426.614;433.814;460.561;429.246;452.251;512.472;417.143;464.206;467.468;493.828;482.065;480.801;462.005;45.857;473.455;534.637;465.076;457.049;497.755;46.682;551.022;45.473;461.761
536.602;497.306;579.788;729.726;514.908;669.287;519.333;548.187;529.236;512.999;474.542;600.769;506.404;495.615;577.444;430.793;533.173;498.215;425.446;508.093;539.992;527.836;551.488;504.972;560.119;555.082;524.846;510.283;472.949;484.534;498.218;48.459;549.183;518.073;551.812;560.912;489.848;523.236;507.184;487.708;481.797;526.903;535.815;499.501;669.836;477.348;430.249;509.919;52.124;520.123;524.575;557.846;467.933;593.928;495.177;469.134;546.203;460.997;421.153;550.686;501.975;551.428;473.521;531.202;477.246;445.296;580.689;482.206;542.785;482.674;505.548;505.792;508.143;574.991;533.222;533.835;432.425;471.974;48.566;483.992;531.868;503.897;449.884;63.793;509.292;427.524;562.107;50.701;495.707;495.388;542.675;521.657;467.633;518.406;597.411;513.455;492.716;512.603;471.536;48.259;644.465;504.044;500.254;475.948;486.374;510.097;510.206;521.554
496.227;471.061;534.026;59.986;492.307;580.764;485.064;474.844;483.962;424.585;452.923;518.347;50.006;450.603;535.044;451.564;513.776;465.405;475.495;511.659;472.706;487.524;494.642;471.039;454.018;429.117;453.006;469.857;490.077;471.637;47.688;495.982;513.429;500.986;432.057;52.327;467.469;46.156;439.941;509.166;446.255;449.519;471.965;506.521;485.763;423.959;479.264;491.418;471.955;492.925;448.395;433.158;473.391;491.687;41.057;42.705;511.029;473.015;464.902;440.342;40.024;493.988;547.223;481.546;399.516;449.469;498.509;472.412;478.189;486.883;500.743;506.662;477.651;45.743;468.253;451.078;46.523;456.163;416.074;451.811;473.839;469.259;471.686;546.202;467.351;48.493;468.256;465.851;469.059;493.941;45.908;508.804;474.442;477.051;477.358;452.627;494.677;438.353;464.604;520.467;513.357;499.752;495.705;485.877;499.048;495.466;424.105;471.448
675.837;690.741;802.387;594.509;73.111;706.975;751.386;571.315;758.397;656.729;648.822;769.642;435.892;556.029;564.423;585.536;533.223;667.244;737.798;677.852;61.935;639.243;647.473;716.262;562.902;709.837;755.804;642.184;641.804;490.871;467.671;490.194;53.201;708.705;48.674;570.232;581.227;558.379;543.799;792.847;617.292;805.917;507.307;708.931;53.569;552.743;378.282;68.453;616.653;493.996;573.812;632.172;51.277;652.525;690.908;68.736;653.472;787.467;818.545;690.131;663.725;703.237;635.779;691.502;560.959;642.922;73.905;673.685;762.575;884.781;651.352;491.009;415.573;537.359;572.113;507.318;416.132;514.325;529.423;550.993;405.157;515.834;522.745;721.217;401.431;467.905;444.777;481.773;620.758;523.339;710.609;463.041;671.205;393.594;588.117;459.161;510.017;719.794;51.021;493.271;556.927;517.903;534.356;532.759;6.76;58.187;588.255;58.196
