GSM1068478;GSM1068479;GSM1068481;GSM1068482;GSM1068483;GSM1068486;GSM1068487;GSM1068488;GSM1068490;GSM1068491;GSM1068492;GSM1068493;GSM1068494;GSM1068495;GSM1068496;GSM1068498;GSM1068499;GSM1068500;GSM1068502;GSM1068503;GSM1068505;GSM1068506;GSM1068507;GSM1068508;GSM1068510;GSM1068512;GSM1068513;GSM1068514;GSM1068517;GSM1068518;GSM1068520;GSM1068521;GSM1068522;GSM1068524;GSM1068527;GSM1068480;GSM1068484;GSM1068485;GSM1068489;GSM1068497;GSM1068501;GSM1068504;GSM1068509;GSM1068511;GSM1068515;GSM1068516;GSM1068519;GSM1068523;GSM1068525;GSM1068526;GSM1068458;GSM1068459;GSM1068460;GSM1068461;GSM1068464;GSM1068468;GSM1068472;GSM1068473;GSM1068474;GSM1068476;GSM1068477;GSM1068462;GSM1068463;GSM1068465;GSM1068466;GSM1068467;GSM1068469;GSM1068470;GSM1068471;GSM1068475;GSM1068528;GSM1068531;GSM1068532;GSM1068533;GSM1068535;GSM1068537;GSM1068538;GSM1068539;GSM1068540;GSM1068542;GSM1068543;GSM1068544;GSM1068545;GSM1068546;GSM1068547;GSM1068548;GSM1068549;GSM1068550;GSM1068551;GSM1068552;GSM1068555;GSM1068556;GSM1068557;GSM1068560;GSM1068561;GSM1068562;GSM1068563;GSM1068565;GSM1068529;GSM1068530;GSM1068534;GSM1068536;GSM1068541;GSM1068553;GSM1068554;GSM1068558;GSM1068559;GSM1068564
812.054;817.448;820.029;720.497;861.368;789.646;774.376;790.421;805.959;810.756;768.138;807.071;811.442;797.701;779.539;753.483;789.212;83.878;821.943;787.929;792.737;808.799;7.733;776.712;79.271;831.912;795.133;761.869;742.947;767.281;836.878;78.421;850.269;788.661;759.259;847.912;802.065;802.268;816.174;820.732;81.624;781.537;85.355;731.201;705.524;795.041;787.727;785.408;785.663;797.276;706.465;802.132;798.432;735.719;819.999;812.169;826.671;795.209;769.222;79.964;816.609;812.324;741.636;783.564;842.649;78.809;784.315;825.834;805.391;772.527;799.952;8.401;746.492;840.483;807.566;839.192;749.195;797.329;799.989;770.858;817.345;757.209;733.287;801.765;761.302;753.943;833.266;765.256;819.281;748.492;765.032;732.059;827.339;78.916;8.115;753.704;79.687;795.119;731.905;800.175;777.617;825.004;790.087;778.539;794.305;767.907;773.659;795.515
838.167;844.369;87.794;792.781;880.437;866.649;834.494;82.244;830.571;845.224;808.199;864.953;812.565;827.671;850.285;801.306;799.907;886.728;844.614;823.388;860.148;854.395;862.553;837.796;833.703;841.235;882.084;832.446;814.476;764.558;852.157;766.975;873.821;854.834;83.727;878.678;82.379;833.528;885.252;856.861;825.078;851.448;817.828;803.416;781.733;831.279;804.846;819.377;843.007;848.835;784.642;940.458;846.455;82.501;84.891;844.825;843.894;856.551;854.967;854.262;835.161;852.101;800.855;85.146;86.489;846.875;838.747;843.953;835.715;842.027;826.984;906.708;815.339;845.075;875.592;847.907;804.927;799.145;854.635;82.401;837.459;816.235;818.882;916.545;807.485;810.327;896.664;833.047;847.239;822.173;838.235;810.175;854.967;83.068;853.696;848.781;829.861;852.422;859.452;807.241;872.807;864.441;830.447;842.039;839.734;838.139;806.118;857.937
654.578;857.832;827.824;860.881;69.573;675.913;779.165;757.761;823.956;82.232;882.347;78.506;790.671;77.808;844.413;767.503;820.092;69.838;881.595;692.773;606.934;76.152;738.793;76.313;770.134;761.821;733.816;876.506;73.781;805.243;736.787;806.235;643.314;746.705;808.164;996.916;732.617;990.335;626.471;71.061;791.302;75.564;751.157;755.193;683.918;814.879;743.968;711.177;775.281;722.079;697.472;110.797;628.079;970.817;787.872;756.326;766.148;796.761;702.087;842.489;672.581;787.599;825.554;69.162;715.954;804.575;784.434;704.935;774.772;695.807;839.605;589.449;870.663;621.903;75.266;682.639;754.339;72.765;708.575;746.388;67.683;837.007;731.626;946.741;733.654;805.264;942.976;704.792;669.952;797.849;672.685;843.169;787.335;676.066;753.984;815.083;791.776;665.993;829.598;708.141;792.512;773.729;730.952;7.764;815.082;95.864;827.571;718.657
957.961;991.453;103.203;96.332;101.891;107.763;108.214;963.233;101.301;10.564;104.879;104.278;876.726;983.364;998.676;103.548;968.698;10.569;100.007;977.236;99.645;805.561;981.406;955.053;953.816;900.142;967.025;972.644;103.749;870.628;923.692;929.641;10.77;10.054;979.406;100.542;854.081;101.548;894.682;100.548;952.098;906.422;918.631;976.492;970.953;886.575;96.242;81.667;804.193;815.445;995.427;923.258;100.945;972.197;978.799;101.597;106.513;103.889;105.469;103.372;109.189;972.433;997.522;866.555;937.797;980.737;102.991;103.711;969.236;991.934;970.916;928.546;101.022;92.522;920.839;881.936;848.547;997.015;968.515;913.512;952.118;106.923;843.657;850.612;949.926;907.356;100.787;962.663;105.055;100.903;100.395;100.172;994.454;902.392;929.871;994.207;919.796;100.123;100.042;10.257;955.798;78.185;820.711;856.541;87.963;947.659;91.525;101.384
618.046;730.501;613.817;543.506;545.506;608.877;619.573;695.883;641.046;639.896;624.148;619.777;774.202;709.867;630.667;635.451;666.291;654.429;628.298;603.726;717.159;675.013;632.222;673.791;683.424;728.926;69.494;648.836;544.586;650.013;643.347;540.325;622.691;677.838;644.477;654.118;715.315;601.733;702.619;590.555;672.136;628.024;62.362;669.121;625.718;631.586;679.859;708.979;716.233;720.172;576.665;654.264;676.423;666.813;675.732;596.661;593.823;600.177;583.284;676.096;683.789;640.047;575.461;605.603;658.328;639.345;618.139;643.026;641.675;611.843;608.411;61.596;607.661;688.837;667.506;646.029;579.241;732.225;665.737;627.352;749.913;645.914;642.781;672.086;585.517;641.263;659.159;63.002;723.389;6.334;68.706;694.898;642.011;703.797;682.266;604.213;638.893;625.666;615.409;554.526;636.615;61.277;649.588;632.039;629.794;673.888;67.343;624.697
11.11;112.834;110.705;11.535;106.427;115.672;105.554;111.539;111.401;107.527;106.574;105.446;113.714;105.795;107.425;104.165;106.303;112.451;102.185;106.882;111.024;109.395;113.963;10.651;108.495;11.834;109.645;108.907;108.348;106.725;110.184;106.288;106.396;108.071;111.447;109.478;106.824;102.573;11.232;106.788;106.596;110.136;10.535;109.638;104.321;109.236;110.422;107.114;106.248;111.654;109.867;117.054;109.494;122.935;109.692;105.679;103.591;105.425;105.766;11.281;10.591;107.065;114.651;10.749;110.748;105.406;105.846;106.035;107.376;103.424;103.204;11.693;113.175;126.166;114.787;118.075;10.965;105.056;113.995;113.226;112.287;110.192;105.236;112.406;110.158;110.151;111.432;110.476;104.642;10.891;108.563;109.928;108.038;110.104;109.107;110.763;107.036;108.047;109.768;106.053;117.989;111.135;104.958;107.801;106.547;11.384;113.586;107.285
921.488;902.118;902.036;747.305;850.072;895.653;801.501;888.069;848.243;913.566;894.069;859.503;925.704;864.473;819.287;773.776;77.788;953.633;842.319;764.506;915.207;947.872;922.383;895.082;893.089;952.578;944.589;880.997;802.545;779.295;906.645;761.111;865.406;858.157;87.854;906.454;840.993;805.416;961.198;883.418;808.097;889.695;808.749;875.883;709.289;855.331;803.549;869.858;876.922;857.125;793.385;974.779;880.272;802.685;864.193;870.286;830.582;813.449;844.667;925.624;901.194;882.654;858.604;883.449;927.017;849.202;820.331;880.378;87.507;844.158;794.078;950.139;824.125;949.758;100.567;916.706;775.074;826.378;932.563;87.333;931.009;841.779;819.498;956.798;784.971;814.336;927.881;854.353;856.977;811.178;892.467;820.438;872.539;869.478;909.522;877.465;862.776;885.913;906.568;780.441;909.179;887.378;813.238;840.366;797.826;884.953;869.904;865.747
74.398;733.574;796.768;650.198;698.882;747.968;764.684;722.704;743.854;746.678;75.776;737.428;737.967;76.523;783.774;730.513;794.338;755.139;804.348;808.025;747.684;763.274;743.503;74.472;753.878;784.569;762.157;724.515;72.081;710.876;773.203;682.593;785.744;72.697;752.248;72.489;760.867;738.812;765.875;713.309;791.232;722.247;731.876;752.463;657.873;745.155;757.705;757.329;748.236;723.128;692.992;748.903;755.826;730.551;777.431;713.588;707.983;77.572;75.599;7.51;758.416;729.385;750.037;745.483;749.427;729.302;742.568;786.748;730.549;739.971;793.356;761.414;745.997;719.774;754.361;74.342;744.693;77.299;777.052;754.918;791.786;755.021;732.216;777.387;686.166;71.481;715.364;708.969;7.557;734.309;74.618;703.197;740.306;737.913;805.714;742.514;727.648;754.647;772.179;736.173;73.196;736.108;734.155;769.108;825.383;767.197;750.606;739.091
647.737;657.329;591.813;681.599;688.094;625.934;61.106;63.413;634.303;627.205;635.816;616.497;595.937;608.404;564.011;569.594;597.993;650.637;602.426;601.555;663.349;654.386;621.619;626.101;597.136;635.389;635.727;629.856;658.529;689.155;592.049;595.385;603.808;635.894;622.704;624.386;620.161;665.523;626.969;649.889;574.045;626.647;667.233;63.543;644.375;599.633;656.796;67.138;604.868;646.491;698.157;669.491;593.133;62.197;6.112;646.741;596.139;606.454;643.762;636.246;614.917;660.461;681.114;574.095;630.818;587.908;674.794;614.299;60.797;656.163;660.215;607.275;598.364;563.209;607.333;613.947;608.344;604.337;605.056;635.268;589.039;591.486;657.414;622.903;650.291;670.811;633.836;627.659;607.539;637.839;648.133;691.791;667.277;647.538;598.508;635.433;64.819;613.172;649.747;592.489;645.123;621.802;671.048;620.095;58.969;637.146;654.978;609.298
846.288;824.091;839.298;857.219;827.603;812.621;79.956;795.073;812.823;781.624;805.385;768.638;817.166;837.631;841.904;870.528;791.771;922.502;783.204;820.711;817.337;885.896;829.139;788.491;823.196;861.541;90.621;812.777;809.359;80.516;852.434;808.751;797.016;814.832;781.989;911.292;81.443;800.803;847.001;827.702;783.133;845.159;732.612;744.209;816.414;781.316;750.574;818.568;836.604;834.556;809.309;85.489;80.216;85.026;835.307;772.373;783.276;801.231;829.613;844.822;797.459;83.542;80.595;792.355;876.503;795.799;800.815;834.666;815.528;838.341;801.804;756.557;794.262;831.336;839.725;842.528;758.638;824.331;832.852;790.914;790.916;795.084;801.753;895.478;808.322;790.861;822.645;798.996;812.188;798.684;805.867;802.874;83.522;771.771;851.316;815.884;801.024;848.096;852.053;76.804;856.043;840.707;796.951;759.541;811.871;800.648;808.119;839.993
136.675;131.795;137.546;142.196;136.178;134.951;138.261;134.617;138.331;137.069;137.579;137.633;139.079;139.442;140.153;14.265;141.021;136.155;135.734;138.729;132.024;134.783;13.628;138.425;135.406;136.584;138.723;138.245;142.155;139.267;13.738;142.303;132.326;135.668;136.229;133.777;136.031;14.063;133.373;138.006;139.195;138.071;134.629;134.347;141.079;136.226;138.873;139.101;132.689;134.692;142.354;132.199;134.299;142.249;136.077;139.258;136.466;138.966;13.847;135.613;13.486;138.051;141.758;13.789;139.389;141.075;140.376;137.021;135.939;136.548;137.824;13.299;138.854;132.134;13.513;135.555;140.565;136.093;136.072;137.253;131.577;141.094;137.956;133.825;137.637;13.743;129.278;137.964;134.016;136.926;940.525;135.005;137.054;135.302;13.672;136.191;132.729;136.209;140.479;135.495;137.518;135.315;138.995;138.191;137.318;135.093;135.099;134.757
699.143;693.264;635.132;715.712;627.594;69.164;663.929;682.285;703.781;693.803;699.942;666.335;674.169;712.281;681.715;756.983;676.891;651.431;744.452;712.979;6.421;688.071;677.082;713.817;69.708;661.082;695.756;702.336;689.038;747.014;708.806;715.388;649.439;699.642;678.065;749.678;730.471;698.954;672.758;724.473;650.716;734.819;710.438;603.566;764.982;709.493;629.991;678.593;716.187;708.651;741.799;50.497;732.848;720.768;685.436;678.386;70.298;658.475;711.951;698.124;746.064;736.291;626.318;675.719;711.627;698.408;7.162;715.092;699.444;736.319;658.353;532.457;580.761;678.883;590.395;67.038;631.244;727.179;668.898;689.495;724.348;651.171;733.407;577.762;675.971;673.535;634.069;688.074;70.333;680.095;686.137;646.518;679.991;67.984;640.351;705.927;655.133;712.017;668.715;687.854;64.562;695.333;710.496;633.921;668.315;65.173;703.249;723.726
690.165;646.672;690.064;694.975;735.661;708.936;733.837;681.777;693.082;657.222;663.277;704.587;765.093;716.596;69.021;714.646;700.554;661.431;662.893;693.734;708.347;679.356;698.123;660.586;721.099;65.759;660.136;646.556;734.322;63.739;711.756;739.483;66.215;731.749;712.548;730.504;653.888;678.099;672.826;737.549;731.677;656.818;695.212;723.271;669.834;744.526;747.783;714.329;638.948;705.411;688.517;812.839;718.142;711.718;678.449;725.045;713.948;75.194;669.144;684.476;646.412;696.598;754.214;71.298;688.372;706.642;699.822;67.728;706.296;655.512;752.314;842.139;732.704;709.663;754.572;778.637;779.269;748.766;718.976;719.312;70.813;799.064;650.463;759.739;76.856;725.761;747.171;729.644;74.612;74.285;63.902;742.148;663.598;726.916;687.284;742.417;661.203;694.451;743.192;737.012;715.941;726.559;721.666;767.578;769.643;706.503;674.303;726.524
551.067;458.696;554.631;457.458;546.035;542.621;392.009;538.939;382.488;444.484;46.309;501.156;443.759;46.088;553.528;465.872;408.494;534.883;40.391;344.845;422.796;473.033;392.627;422.698;437.252;505.714;408.968;464.104;388.211;411.399;466.321;408.467;447.834;402.447;413.513;447.059;401.576;536.693;45.245;480.899;403.412;393.147;501.901;462.369;382.048;438.717;429.001;382.632;416.215;366.909;418.811;707.811;459.845;470.884;442.217;415.947;463.216;335.562;344.214;441.342;379.793;398.396;549.553;427.189;488.042;405.975;401.764;431.409;414.621;392.655;574.942;483.103;461.763;507.417;474.539;553.649;4.128;42.757;576.705;38.908;434.881;51.234;382.676;474.234;383.423;418.868;482.212;404.534;412.346;36.237;414.331;500.162;436.321;431.442;492.603;44.712;429.063;430.336;459.659;510.078;468.726;466.057;4.586;417.833;360.089;452.719;479.981;389.122
10.487;10.642;101.991;106.289;10.726;103.385;104.796;10.451;106.821;105.071;103.965;104.366;103.841;105.238;102.881;106.556;107.625;100.992;104.957;104.636;103.624;101.754;103.693;103.599;104.157;103.464;103.906;104.627;104.634;107.567;104.266;107.642;101.631;104.097;103.555;104.584;104.684;10.734;101.305;103.865;107.039;103.755;10.948;103.878;10.521;10.657;108.296;105.051;104.266;102.822;105.115;104.296;103.767;106.842;104.563;104.652;106.738;106.683;104.848;10.366;10.379;10.544;103.476;102.275;104.326;104.945;104.494;104.661;104.625;103.259;109.255;105.134;104.118;103.488;104.987;104.655;105.667;106.508;101.569;105.258;10.315;106.071;103.968;103.734;105.761;104.137;105.296;103.862;103.191;10.469;102.049;103.745;104.697;104.495;103.695;105.036;103.625;104.945;979.279;108.103;997.364;104.288;10.511;10.579;106.042;101.814;102.411;103.827
398.809;374.325;399.996;413.561;388.727;412.806;30.864;350.203;295.291;344.107;382.261;377.843;341.532;393.487;407.834;38.386;363.646;42.172;320.775;339.029;357.153;36.565;372.785;332.539;276.409;250.274;360.998;338.134;29.573;387.634;408.817;306.399;336.542;290.718;330.037;408.407;306.845;477.592;353.753;366.997;31.979;34.465;361.634;470.273;394.786;315.723;43.897;2.718;329.313;380.542;314.459;671.571;51.648;459.031;322.185;382.085;428.883;287.087;261.909;460.451;323.645;260.287;523.939;412.076;394.375;369.043;296.852;27.002;321.149;314.548;467.176;463.335;423.562;374.347;375.698;469.289;473.363;323.984;429.719;314.497;267.074;442.155;271.514;336.187;389.793;355.715;518.236;387.482;430.602;358.892;233.576;370.641;331.366;265.659;355.398;305.559;353.315;197.887;337.395;432.342;335.121;332.639;409.565;408.331;248.756;460.408;420.358;295.443
522.153;450.095;506.986;422.628;420.585;517.375;505.281;48.059;511.788;480.407;500.966;513.261;53.167;539.717;4.821;515.792;462.322;557.525;467.224;500.746;53.432;560.681;483.589;557.069;48.077;556.997;556.593;456.827;497.819;483.468;519.331;442.456;486.988;525.028;531.855;421.183;458.387;426.417;51.461;511.928;524.053;495.158;451.794;466.315;320.717;530.093;450.834;515.453;501.654;505.998;447.201;533.726;502.732;457.743;453.158;503.344;477.078;508.524;456.846;497.789;503.875;474.074;463.813;463.667;536.622;513.037;446.107;483.398;494.575;455.354;509.252;542.904;433.534;51.199;546.037;529.465;49.078;514.029;507.123;494.656;504.933;456.789;478.109;59.095;472.603;491.943;550.023;535.688;525.183;499.014;530.197;379.084;530.472;531.258;529.415;523.274;500.238;518.353;52.176;478.363;464.368;530.131;512.578;502.789;469.845;527.305;537.194;479.782
0.965175;112.948;706.883;113.496;109.241;122.073;116.488;103.046;103.541;108.407;120.607;102.628;103.589;120.008;0.865133;113.131;107.029;110.043;11.717;105.544;135.128;128.189;110.767;122.968;120.541;115.769;311.028;117.114;117.899;121.961;114.738;106.096;339.419;124.477;119.614;118.125;126.819;112.645;246.894;111.548;119.249;319.525;114.934;101.133;141.737;111.578;111.528;116.047;120.356;266.056;227.311;0.737358;155.288;109.011;121.337;112.996;108.278;131.025;106.428;112.987;109.274;119.519;108.648;111.428;112.432;111.924;0.932323;11.672;122.032;119.641;2.619;112.997;115.147;134.291;112.275;148.166;111.743;114.825;112.186;116.606;226.957;10.757;26.819;120.776;110.128;119.307;110.507;124.406;113.688;117.902;108.168;133.176;181.945;117.582;10.511;260.381;123.192;112.232;18.293;111.467;104.584;112.583;145.036;114.884;177.504;11.638;108.677;0.95878
140.636;133.624;150.332;154.638;150.249;134.472;124.894;134.707;156.881;124.157;120.603;146.319;135.359;139.402;119.154;150.018;141.053;15.268;13.461;108.296;125.898;133.228;112.832;126.632;124.978;135.048;133.715;133.861;143.399;140.427;147.759;135.963;118.815;135.257;127.846;143.632;128.553;144.007;127.718;140.663;132.561;124.028;133.654;190.405;119.279;135.384;150.929;13.362;127.889;134.741;143.778;128.563;145.748;250.876;133.758;132.651;137.072;13.108;110.722;118.553;122.842;130.495;142.344;149.079;15.167;137.018;116.925;123.755;135.739;115.567;150.775;143.668;140.812;13.788;136.899;151.242;249.572;130.784;151.813;125.507;131.623;146.454;119.345;14.904;133.886;128.436;141.049;131.562;1.177;12.691;131.864;135.218;133.916;120.063;131.872;115.821;129.726;119.594;144.442;147.168;134.464;135.706;139.759;129.063;120.488;111.246;13.046;0.964273
773.282;781.968;696.811;80.278;833.581;761.443;70.327;754.235;766.977;782.452;769.042;71.665;689.841;747.364;782.812;738.178;792.767;781.295;72.501;729.538;744.081;744.944;743.253;781.796;72.394;719.001;73.779;779.808;844.146;786.993;765.705;753.186;728.546;748.368;751.487;646.381;743.282;820.496;720.554;830.973;692.549;783.978;812.945;782.436;771.972;7.132;738.885;76.268;739.119;758.585;794.835;810.927;745.336;732.022;754.849;811.148;761.293;709.434;764.633;758.672;775.351;770.267;794.167;755.841;770.795;736.486;843.849;775.873;781.369;752.804;788.235;736.647;760.624;73.201;682.028;766.661;768.592;739.157;71.522;767.979;702.712;795.342;802.821;58.243;803.168;829.607;621.313;768.671;727.458;752.943;774.524;782.916;776.125;737.467;680.471;757.945;809.231;745.525;737.599;784.574;734.121;742.746;816.732;683.232;714.604;730.591;782.138;771.466
800.908;712.667;850.801;814.506;796.321;891.482;754.523;74.713;750.938;6.925;72.879;825.692;826.098;840.429;771.379;71.372;806.069;778.837;695.199;779.767;864.074;798.119;787.301;730.907;774.318;714.487;839.941;773.186;788.329;758.343;789.867;76.529;783.632;800.076;805.041;786.463;763.082;762.453;776.399;796.394;838.195;744.957;797.762;757.926;756.826;74.515;900.061;679.133;759.092;784.352;796.892;851.007;781.378;777.455;700.377;813.274;850.117;827.429;741.345;813.747;767.797;787.085;809.381;767.513;845.735;787.505;792.027;698.741;752.192;764.762;79.497;816.543;753.562;855.848;830.441;789.747;883.001;747.972;836.347;754.909;740.538;797.406;706.776;851.377;805.278;816.341;788.905;815.096;699.347;758.047;75.797;722.333;837.875;725.412;781.767;806.454;712.659;736.011;756.363;819.132;782.206;86.181;845.645;828.188;82.369;765.245;767.677;747.289
476.917;490.479;437.555;629.683;486.717;497.348;44.679;50.032;552.479;387.601;404.057;534.252;44.889;545.982;555.282;507.398;519.431;600.169;427.272;426.774;456.913;432.431;435.568;749.486;469.045;462.359;425.249;433.542;478.998;410.457;353.301;433.016;419.736;570.271;46.914;61.781;481.673;404.935;410.843;468.574;387.659;428.674;453.296;339.347;642.106;37.018;356.929;551.933;45.895;511.778;473.372;508.859;381.795;395.321;49.323;55.693;715.854;498.433;405.182;349.562;316.722;455.903;40.216;484.384;370.737;327.023;533.173;48.061;286.987;427.441;406.868;796.907;435.828;476.097;536.964;454.675;427.177;404.876;534.717;373.095;411.554;550.289;449.187;453.074;412.515;394.137;340.418;39.884;525.679;452.287;438.783;455.911;434.779;451.283;536.458;429.142;452.331;418.932;448.776;358.469;522.631;472.045;428.214;475.365;456.867;470.058;454.878;414.221
147.557;415.179;142.137;134.984;116.482;147.394;142.908;169.998;510.097;150.122;139.868;154.627;113.595;241.124;271.839;351.065;215.679;430.783;158.433;125.262;212.987;16.909;168.292;15.537;152.272;425.127;161.211;161.067;36.305;144.533;128.662;119.764;366.041;367.701;148.792;405.971;319.347;134.378;148.641;121.791;151.072;284.676;126.403;142.112;0.904281;136.178;13.353;526.549;255.432;399.277;130.526;142.956;123.304;121.793;452.122;19.955;15.815;352.776;206.259;134.439;136.149;126.614;134.737;133.844;139.613;144.204;0.907379;412.366;155.044;132.302;141.742;136.408;124.485;112.313;244.358;139.747;121.595;131.146;235.655;335.929;155.154;33.242;153.748;126.259;113.417;154.878;152.942;150.421;435.533;14.191;175.103;158.122;175.204;198.664;130.508;127.501;148.038;189.482;144.781;132.452;132.883;130.455;151.131;144.964;132.555;160.286;20.715;107.879
646.228;595.711;625.146;835.211;755.267;74.032;628.459;614.782;627.085;617.358;599.196;739.256;571.064;796.147;681.973;531.412;723.972;596.098;59.203;62.603;634.723;615.387;63.897;62.947;650.251;606.969;567.933;63.737;617.018;596.742;589.917;568.783;638.916;647.713;620.259;619.166;546.938;688.654;573.877;575.581;588.585;619.683;731.932;700.507;728.287;571.137;630.445;65.081;644.522;627.168;498.385;550.918;593.026;564.946;591.086;816.131;676.421;58.566;592.198;55.248;582.177;603.785;63.768;792.297;562.786;757.625;667.116;629.335;637.484;562.706;632.772;605.387;677.148;537.817;802.228;635.496;602.268;57.176;622.796;626.433;555.545;671.401;631.905;669.388;636.847;652.721;629.729;607.601;565.605;638.513;63.136;592.131;692.532;662.676;64.538;646.022;637.942;606.796;638.873;656.077;728.305;761.113;721.196;670.146;626.128;623.228;634.065;657.292
802.297;884.352;919.147;847.147;894.342;893.668;877.252;828.383;885.493;907.237;887.243;858.808;839.911;820.631;810.968;827.826;825.295;934.094;860.426;828.735;890.239;865.434;905.184;848.395;893.105;825.725;889.649;891.253;857.497;827.681;830.328;821.046;893.256;878.884;886.764;908.381;859.644;87.179;861.347;814.794;914.571;870.866;86.267;934.272;830.003;869.947;855.869;854.143;81.035;830.373;92.766;98.635;868.495;922.259;876.957;846.273;883.684;928.331;86.727;921.239;866.095;873.499;886.372;854.611;881.718;89.767;853.291;839.178;894.282;849.559;840.546;916.659;912.101;8.821;932.601;881.348;824.255;794.279;818.922;861.034;823.728;907.281;848.139;987.689;825.282;820.608;973.789;867.112;830.042;818.976;85.536;859.768;848.169;821.041;853.574;853.643;84.013;89.729;890.563;825.906;85.729;879.293;838.924;891.894;952.856;88.287;875.354;849.791
943.962;99.262;990.759;8.814;929.245;104.324;999.664;107.681;100.301;101.265;101.624;991.225;100.892;102.144;95.617;916.469;91.966;10.765;97.417;951.753;997.119;973.677;104.245;964.064;994.657;105.225;103.914;99.612;944.661;962.778;988.528;85.346;104.791;104.584;100.566;103.395;992.969;950.541;105.138;95.394;993.894;102.978;971.883;99.113;923.165;947.242;101.541;929.773;976.018;100.389;966.565;103.403;108.371;98.195;103.944;990.224;930.159;974.184;977.956;108.334;969.635;103.188;975.741;101.006;105.515;958.822;925.557;987.025;973.045;93.868;887.768;10.874;924.059;105.498;111.489;957.512;922.433;959.833;101.528;972.553;100.623;100.431;959.887;115.058;946.845;100.182;105.173;102.107;968.189;938.709;986.652;982.898;106.863;101.165;98.838;991.597;989.391;99.445;107.265;952.084;103.445;965.981;948.212;969.599;101.003;944.021;957.527;996.285
21.678;147.208;191.637;17.743;143.183;179.838;116.018;417.757;0.889015;167.208;111.536;178.644;14.169;35.252;220.885;172.642;159.249;168.515;133.386;0.933711;12.896;14.615;0.951677;140.845;134.677;154.347;146.888;140.595;149.559;147.926;163.989;14.344;110.116;127.298;124.351;1.699;115.203;213.775;127.214;172.911;123.019;12.106;138.706;-0.485948;226.084;135.713;173.846;119.769;155.757;135.209;166.332;220.591;117.287;253.163;104.119;141.551;392.034;119.695;0.952917;0.95941;105.653;122.711;1.744;194.745;172.581;156.167;122.108;116.753;129.263;100.818;178.203;441.212;187.125;144.166;160.174;674.149;154.727;144.467;223.937;121.304;127.401;177.448;109.552;163.949;152.785;131.921;173.356;128.344;116.324;108.108;0.957487;145.639;296.502;108.526;130.392;0.984927;125.696;1.117;143.485;201.175;131.856;147.395;38.849;108.225;10.296;113.339;148.498;0.717919
216.148;359.885;312.213;347.045;347.643;477.706;36.781;422.043;380.884;468.192;431.386;434.534;254.239;364.944;431.653;329.128;315.318;259.509;522.204;434.477;466.142;524.395;405.104;384.903;322.771;278.129;388.323;34.495;278.295;369.794;372.867;272.791;536.658;532.064;467.405;316.284;38.804;357.692;413.159;243.745;547.411;345.588;522.505;428.092;347.557;436.034;424.342;355.537;482.774;577.612;281.607;307.843;698.948;297.254;4.982;407.908;4.298;480.508;420.061;659.235;434.324;350.037;731.466;447.147;303.902;389.095;282.694;404.539;497.699;369.896;452.249;248.719;297.064;369.144;377.829;346.841;51.702;393.894;361.023;471.091;459.862;296.956;46.441;339.122;372.616;540.586;505.788;492.715;467.762;423.949;385.183;439.291;294.225;397.503;457.831;474.948;333.424;386.047;283.134;344.601;388.211;338.901;370.464;443.523;417.025;450.401;200.425;359.645
289.854;27.467;311.178;325.082;272.095;315.032;378.903;390.699;319.216;222.886;378.233;266.786;334.996;273.689;228.605;301.866;24.572;291.066;275.877;391.598;371.634;22.185;300.685;226.761;308.064;786.567;180.602;305.616;29.357;360.502;247.943;289.732;373.939;344.375;298.257;352.026;339.088;145.739;306.339;20.193;316.471;3.31;348.275;266.074;265.649;255.335;353.765;329.692;3.711;427.693;231.474;251.371;262.432;305.257;140.166;268.683;479.307;333.871;319.764;273.952;296.125;325.676;270.263;23.221;141.965;328.948;270.535;32.955;273.084;330.604;280.854;359.859;305.834;188.854;279.898;17.939;277.561;351.769;312.252;351.738;371.048;331.009;385.671;244.267;340.515;310.133;207.837;354.491;366.572;39.511;347.836;204.963;292.348;381.047;399.035;399.268;34.428;36.906;283.888;293.728;303.638;380.394;24.048;358.472;390.166;332.365;23.545;306.205
292.948;482.743;38.572;489.708;350.896;43.185;380.733;39.353;392.796;434.738;439.367;427.697;355.845;396.193;425.054;390.341;429.702;351.452;470.677;405.363;391.161;429.733;372.324;300.859;400.214;432.002;38.108;417.813;357.382;399.326;288.754;378.454;42.479;44.189;41.861;440.964;401.606;441.191;428.403;33.099;410.305;421.366;396.663;377.189;301.726;327.887;383.995;383.536;456.758;426.937;3.734;476.824;322.441;418.696;422.364;383.743;376.983;373.745;412.847;439.597;392.357;382.568;417.366;380.956;354.766;420.207;367.151;424.376;432.405;366.114;425.255;444.235;341.005;296.135;425.474;333.591;400.168;396.706;361.122;378.445;382.673;436.531;394.161;461.651;358.577;388.308;472.841;362.152;389.152;408.765;370.813;378.746;394.819;394.148;455.539;355.195;398.987;345.619;444.192;322.528;465.042;383.967;387.831;428.191;4.235;404.996;437.766;39.535
